Survived,Pclass,Sex,Age,SibSp,Parch,Fare,AgeGroup
0,3,male,21.0,0,0,16.1,Adult
0,1,male,61.0,0,0,32.3208,Elderly
0,2,male,57.0,0,0,12.35,Adult
1,1,female,21.0,0,0,77.9583,Adult
0,3,male,26.0,0,0,7.8958,Adult
0,3,male,28.0,0,0,7.7333,Adult
1,1,male,80.0,0,0,30.0,Elderly
0,3,male,51.0,0,0,7.0542,Adult
1,1,male,32.0,0,0,30.5,Adult
0,1,male,28.0,0,0,0.0,Adult
0,3,female,9.0,3,2,27.9,Child
1,2,female,28.0,0,0,13.0,Adult
0,3,male,32.0,0,0,7.925,Adult
0,2,male,31.0,1,1,26.25,Adult
0,3,female,41.0,0,5,39.6875,Adult
0,3,male,28.0,1,0,16.1,Adult
0,3,male,20.0,0,0,7.8542,Adult
1,1,female,24.0,0,0,69.3,Adult
0,3,female,2.0,3,2,27.9,Child
1,3,male,28.0,0,0,56.4958,Adult
1,3,female,0.75,2,1,19.2583,Child
1,1,male,48.0,1,0,76.7292,Adult
0,3,male,19.0,0,0,7.8958,Adult
1,1,male,56.0,0,0,35.5,Adult
0,3,male,28.0,0,0,7.55,Adult
1,3,female,23.0,0,0,7.55,Adult
0,3,male,28.0,0,0,7.8958,Adult
1,2,female,18.0,0,1,23.0,Adult
0,3,male,21.0,0,0,8.4333,Adult
1,3,female,28.0,0,0,7.8292,Adult
0,3,female,18.0,0,0,6.75,Adult
0,2,male,24.0,2,0,73.5,Adult
0,3,male,28.0,0,0,7.8958,Adult
0,3,female,32.0,1,1,15.5,Adult
0,2,male,23.0,0,0,13.0,Adult
0,1,male,58.0,0,2,113.275,Adult
1,1,male,50.0,2,0,133.65,Adult
0,3,male,40.0,0,0,7.225,Adult
0,1,male,47.0,0,0,25.5875,Adult
0,3,male,36.0,0,0,7.4958,Adult
1,3,male,20.0,1,0,7.925,Adult
0,2,male,32.0,2,0,73.5,Adult
0,2,male,25.0,0,0,13.0,Adult
0,3,male,28.0,0,0,7.775,Adult
0,3,male,43.0,0,0,8.05,Adult
1,1,female,28.0,1,0,52.0,Adult
1,2,female,40.0,1,1,39.0,Adult
0,1,male,31.0,1,0,52.0,Adult
0,2,male,70.0,0,0,10.5,Elderly
1,2,male,31.0,0,0,13.0,Adult
0,2,male,28.0,0,0,0.0,Adult
0,3,male,18.0,0,0,7.775,Adult
0,3,male,24.5,0,0,8.05,Adult
1,3,female,18.0,0,0,9.8417,Adult
0,3,female,43.0,1,6,46.9,Adult
1,1,male,36.0,0,1,512.3292,Adult
0,3,female,28.0,0,0,8.1375,Adult
1,1,male,27.0,0,0,76.7292,Adult
0,3,male,20.0,0,0,9.225,Adult
0,3,male,14.0,5,2,46.9,Teenager
0,2,male,60.0,1,1,39.0,Elderly
0,2,male,25.0,1,2,41.5792,Adult
0,3,male,14.0,4,1,39.6875,Teenager
0,3,male,19.0,0,0,10.1708,Adult
0,3,male,18.0,0,0,7.7958,Adult
1,1,female,15.0,0,1,211.3375,Teenager
1,1,male,31.0,1,0,57.0,Adult
1,3,female,4.0,0,1,13.4167,Child
1,3,male,28.0,0,0,56.4958,Adult
0,3,male,25.0,0,0,7.225,Adult
0,1,male,60.0,0,0,26.55,Elderly
0,2,male,52.0,0,0,13.5,Adult
0,3,male,44.0,0,0,8.05,Adult
1,3,female,28.0,0,0,7.7333,Adult
0,1,male,49.0,1,1,110.8833,Adult
0,3,male,42.0,0,0,7.65,Adult
1,1,female,18.0,1,0,227.525,Adult
1,1,male,35.0,0,0,26.2875,Adult
0,3,female,18.0,0,1,14.4542,Adult
0,3,male,25.0,0,0,7.7417,Adult
0,3,male,26.0,1,0,7.8542,Adult
0,2,male,39.0,0,0,26.0,Adult
1,2,female,45.0,0,0,13.5,Adult
1,1,male,42.0,0,0,26.2875,Adult
1,1,female,22.0,0,0,151.55,Adult
1,3,male,28.0,1,1,15.2458,Adult
1,1,female,24.0,0,0,49.5042,Adult
0,1,male,28.0,0,0,26.55,Adult
1,1,male,48.0,1,0,52.0,Adult
0,3,male,29.0,0,0,9.4833,Adult
0,2,male,52.0,0,0,13.0,Adult
0,3,male,19.0,0,0,7.65,Adult
1,1,female,38.0,0,0,227.525,Adult
1,2,female,27.0,0,0,10.5,Adult
0,3,male,28.0,0,0,15.5,Adult
0,3,male,33.0,0,0,7.775,Adult
1,2,female,6.0,0,1,33.0,Child
0,3,male,17.0,1,0,7.0542,Teenager
0,2,male,34.0,0,0,13.0,Adult
0,2,male,50.0,0,0,13.0,Adult
1,1,male,27.0,1,0,53.1,Adult
0,3,male,20.0,0,0,8.6625,Adult
1,2,female,30.0,3,0,21.0,Adult
1,3,female,28.0,0,0,7.7375,Adult
0,2,male,25.0,1,0,26.0,Adult
0,3,female,25.0,1,0,7.925,Adult
1,1,female,29.0,0,0,211.3375,Adult
0,3,male,11.0,0,0,18.7875,Child
0,2,male,28.0,0,0,0.0,Adult
0,2,male,23.0,0,0,13.0,Adult
0,2,male,23.0,0,0,13.0,Adult
0,3,male,28.5,0,0,16.1,Adult
0,3,female,48.0,1,3,34.375,Adult
1,1,male,35.0,0,0,512.3292,Adult
0,3,male,28.0,0,0,7.8958,Adult
0,3,male,28.0,0,0,7.8958,Adult
1,1,male,28.0,0,0,30.0,Adult
0,1,male,36.0,1,0,78.85,Adult
1,1,female,21.0,2,2,262.375,Adult
0,3,male,24.0,1,0,16.1,Adult
1,3,male,31.0,0,0,7.925,Adult
0,1,male,70.0,1,1,71.0,Elderly
0,3,male,16.0,1,1,20.25,Teenager
1,2,female,30.0,0,0,13.0,Adult
0,1,male,19.0,1,0,53.1,Adult
0,3,male,31.0,0,0,7.75,Adult
1,2,female,4.0,1,1,23.0,Child
1,3,male,6.0,0,1,12.475,Child
0,3,male,33.0,0,0,9.5,Adult
0,3,male,23.0,0,0,7.8958,Adult
1,2,female,48.0,1,2,65.0,Adult
1,2,male,0.67,1,1,14.5,Child
0,3,male,28.0,0,0,7.7958,Adult
0,2,male,18.0,0,0,11.5,Adult
0,3,male,34.0,0,0,8.05,Adult
1,1,female,33.0,0,0,86.5,Adult
0,3,male,28.0,0,0,14.5,Adult
0,3,male,41.0,0,0,7.125,Adult
1,3,male,20.0,0,0,7.2292,Adult
1,1,female,36.0,1,2,120.0,Adult
0,3,male,16.0,0,0,7.775,Teenager
1,1,female,51.0,1,0,77.9583,Adult
0,1,male,28.0,0,0,39.6,Adult
0,3,female,30.5,0,0,7.75,Adult
0,3,male,28.0,1,0,24.15,Adult
0,3,male,32.0,0,0,8.3625,Adult
0,3,male,24.0,0,0,9.5,Adult
0,3,male,48.0,0,0,7.8542,Adult
0,2,female,57.0,0,0,10.5,Adult
0,3,male,28.0,0,0,7.225,Adult
1,2,female,54.0,1,3,23.0,Adult
0,3,male,18.0,0,0,7.75,Adult
0,3,male,28.0,0,0,7.75,Adult
1,3,female,5.0,0,0,12.475,Child
0,3,male,28.0,0,0,7.7375,Adult
1,1,female,43.0,0,1,211.3375,Adult
1,3,female,13.0,0,0,7.2292,Teenager
1,1,female,17.0,1,0,57.0,Teenager
0,1,male,29.0,0,0,30.0,Adult
0,3,male,28.0,1,2,23.45,Adult
0,3,male,25.0,0,0,7.05,Adult
0,3,male,25.0,0,0,7.25,Adult
1,3,female,18.0,0,0,7.4958,Adult
0,3,male,8.0,4,1,29.125,Child
1,3,male,1.0,1,2,20.575,Child
0,1,male,46.0,0,0,79.2,Adult
0,3,male,28.0,0,0,7.75,Adult
0,2,male,16.0,0,0,26.0,Teenager
0,3,female,28.0,8,2,69.55,Adult
0,1,male,28.0,0,0,30.6958,Adult
0,3,male,25.0,0,0,7.8958,Adult
0,2,male,39.0,0,0,13.0,Adult
1,1,female,49.0,0,0,25.9292,Adult
1,3,female,31.0,0,0,8.6833,Adult
0,3,male,30.0,0,0,7.2292,Adult
0,3,female,30.0,1,1,24.15,Adult
0,2,male,34.0,0,0,13.0,Adult
1,2,female,31.0,1,1,26.25,Adult
1,1,male,11.0,1,2,120.0,Child
1,3,male,0.42,0,1,8.5167,Child
1,3,male,27.0,0,0,6.975,Adult
0,3,male,31.0,0,0,7.775,Adult
0,1,male,39.0,0,0,0.0,Adult
0,3,female,18.0,0,0,7.775,Adult
0,2,male,39.0,0,0,13.0,Adult
1,1,female,33.0,1,0,53.1,Adult
0,3,male,26.0,0,0,7.8875,Adult
0,3,male,39.0,0,0,24.15,Adult
0,2,male,35.0,0,0,10.5,Adult
0,3,female,6.0,4,2,31.275,Child
0,3,male,30.5,0,0,8.05,Adult
0,1,male,28.0,0,0,0.0,Adult
0,3,female,23.0,0,0,7.925,Adult
0,2,male,31.0,1,1,37.0042,Adult
0,3,male,43.0,0,0,6.45,Adult
0,3,male,10.0,3,2,27.9,Child
1,1,female,52.0,1,1,93.5,Adult
1,3,male,27.0,0,0,8.6625,Adult
0,1,male,38.0,0,0,0.0,Adult
1,3,female,27.0,0,1,12.475,Adult
0,3,male,2.0,4,1,39.6875,Child
0,3,male,28.0,0,0,6.95,Adult
0,3,male,28.0,0,0,56.4958,Adult
1,2,male,1.0,0,2,37.0042,Child
1,3,male,28.0,0,0,7.75,Adult
1,1,female,62.0,0,0,80.0,Elderly
1,3,female,15.0,1,0,14.4542,Teenager
1,2,male,0.83,1,1,18.75,Child
0,3,male,28.0,0,0,7.2292,Adult
0,3,male,23.0,0,0,7.8542,Adult
0,3,male,18.0,0,0,8.3,Adult
1,1,female,39.0,1,1,83.1583,Adult
0,3,male,21.0,0,0,8.6625,Adult
0,3,male,28.0,0,0,8.05,Adult
1,3,male,32.0,0,0,56.4958,Adult
1,1,male,28.0,0,0,29.7,Adult
0,3,male,20.0,0,0,7.925,Adult
0,2,male,16.0,0,0,10.5,Teenager
1,1,female,30.0,0,0,31.0,Adult
0,3,male,34.5,0,0,6.4375,Adult
0,3,male,17.0,0,0,8.6625,Teenager
0,3,male,42.0,0,0,7.55,Adult
0,3,male,28.0,8,2,69.55,Adult
0,3,male,35.0,0,0,7.8958,Adult
0,2,male,28.0,0,1,33.0,Adult
1,1,female,28.0,1,0,89.1042,Adult
0,3,male,4.0,4,2,31.275,Child
0,3,male,74.0,0,0,7.775,Elderly
0,3,female,9.0,1,1,15.2458,Child
1,1,female,16.0,0,1,39.4,Teenager
0,2,female,44.0,1,0,26.0,Adult
1,3,female,18.0,0,1,9.35,Adult
1,1,female,45.0,1,1,164.8667,Adult
1,1,male,51.0,0,0,26.55,Adult
1,3,female,24.0,0,3,19.2583,Adult
0,3,male,28.0,0,0,7.2292,Adult
0,3,male,41.0,2,0,14.1083,Adult
0,2,male,21.0,1,0,11.5,Adult
1,1,female,48.0,0,0,25.9292,Adult
0,3,female,28.0,8,2,69.55,Adult
0,2,male,24.0,0,0,13.0,Adult
1,2,female,42.0,0,0,13.0,Adult
1,2,female,27.0,1,0,13.8583,Adult
0,1,male,31.0,0,0,50.4958,Adult
0,3,male,28.0,0,0,9.5,Adult
1,3,male,4.0,1,1,11.1333,Child
0,3,male,26.0,0,0,7.8958,Adult
1,1,female,47.0,1,1,52.5542,Adult
0,1,male,33.0,0,0,5.0,Adult
0,3,male,47.0,0,0,9.0,Adult
1,2,female,28.0,1,0,24.0,Adult
1,3,female,15.0,0,0,7.225,Teenager
0,3,male,20.0,0,0,9.8458,Adult
0,3,male,19.0,0,0,7.8958,Adult
0,3,male,28.0,0,0,7.8958,Adult
1,1,female,56.0,0,1,83.1583,Adult
1,2,female,25.0,0,1,26.0,Adult
0,3,male,33.0,0,0,7.8958,Adult
0,3,female,22.0,0,0,10.5167,Adult
0,2,male,28.0,0,0,10.5,Adult
0,3,male,25.0,0,0,7.05,Adult
0,3,female,39.0,0,5,29.125,Adult
0,2,male,27.0,0,0,13.0,Adult
1,1,female,19.0,0,0,30.0,Adult
0,3,female,28.0,1,2,23.45,Adult
1,1,male,26.0,0,0,30.0,Adult
0,3,male,32.0,0,0,7.75,Adult
